Station Name,Latitude,Longitude,Elevation,IATA,WMO ID,Climate ID,Starting Date (hourly data),Ending Date (hourly data),Starting Date (daily data),Ending Date (daily data),Associated Location
KITSAULT MINESITE,55.5,-129,652 m,,,1074330,,,1969-12-01,1972-04-01,
KITSAULT TOWNSITE,55.45,-128.48,38 m,,,1074331,,,1967-01-01,1967-07-01,
KITSCOTY,53.35,-110.33,670 m,,,3013650,,,1958-10-01,1974-06-01,
KITSCOTY AGCM,53.35,-110.42,664 m,PKI,71797,3013660,2008-01-09,+,2007-09-01,2021-03-01,
KITWANGA,55.12,-128.05,193 m,,,1074336,,,1973-06-01,1979-09-01,
KIVITOO,67.97,-64.92,442 m,,,2402675,,,1959-08-01,1963-03-01,
KLEEFELD (MAFRI) (Kleefeld),49.52,-96.9,247 m,PTG,71646,5021500,2012-12-20,+,2014-09-01,+,Richer
,,,,,,,,,,,Steinbach
KLEENA KLEENE,52.05,-124.9,823 m,,,1084349,,,1915-05-01,1920-03-01,
KLEENA KLEENE,51.98,-124.93,899 m,,,1084350,1953-01-01,1968-05-15,1942-07-01,1968-05-01,
KLEENA KLEENE 2,51.98,-124.99,914 m,,,1084351,,,1980-10-01,2006-11-01,
KLEWI TOWER,59.92,-113.93,305 m,,,3073655,,,1978-05-01,1990-08-01,
KLINTONEL,49.68,-108.92,1074 m,,,4024080,,,1910-05-01,1994-01-01,
KLONDIKE,64.45,-138.22,973 m,,,2100679,,,1966-06-01,2010-05-01,
KLUANE LAKE,61.02,-138.4,786 m,,,2100680,,,1946-05-01,1983-08-01,
KNAPPEN EXP ST,49.07,-111.55,975 m,,,3043660,,,1955-01-01,1962-08-01,
KNEEHILL,51.92,-113.78,853 m,,,3023665,,,1896-11-01,1909-04-01,
KNIGHT INLET,51.1,-125.58,9 m,,,1064375,,,1962-07-01,1966-11-01,
KNIGHT LAKE,49.22,-112.73,1219 m,,,3043667,,,1981-12-01,1995-02-01,
KNOUFF LAKE,50.97,-120.13,1143 m,,,1164380,,,1924-01-01,1951-05-01,
KNOUFF LAKE 2,50.95,-120.13,1113 m,,,1164381,,,1952-07-01,1952-11-01,
KNOWLTON,45.22,-72.5,206 m,,,7023530,,,1958-11-01,1982-03-01,
KNUTSFORD,50.62,-120.32,786 m,,,1164384,,,1986-06-01,1988-06-01,
KNUTSFORD 2S,50.6,-120.32,899 m,,,1164LH5,,,1986-07-01,1997-02-01,
KOHLER,42.9,-79.87,206 m,,,6134257,,,1949-05-01,1967-08-01,
KOMAKUK BEACH,69.61,-140.2,13 m,WKM,71046,2100682,1994-02-01,+,1994-12-01,2021-03-01,
KOMAKUK BEACH A,69.58,-140.18,7 m,YAJ,71969,2100685,1973-08-01,1993-06-30,1958-07-01,1993-06-01,
KOMOKA,42.95,-81.45,241 m,,,6144261,,,1965-08-01,1967-11-01,
KOOTENAY BAY,49.67,-116.87,549 m,,,1144388,,,1974-05-01,1981-01-01,
KOOTENAY NAT PARK ADMIN,50.62,-116.07,1002 m,,,1154395,,,1965-06-01,1968-11-01,
KOOTENAY NAT PARK RADIUM,50.65,-116.02,1088 m,,,1154405,,,1925-09-01,1968-10-01,
KOOTENAY NP KTNY CRSG,50.88,-116.05,1170 m,,,1154400,,,1965-06-01,2002-09-01,
KOOTENAY NP WEST GATE,50.63,-116.06,935 m,,,1154410,,,1968-11-01,2021-03-01,
KOOTENAY PASS,49.07,-117.03,1774 m,,,1144413,,,1974-11-01,1989-12-01,
KOOTENAY PLAINS,52.18,-116.47,1359 m,,,3053668,,,1980-10-01,2007-09-01,
KOOTENAY PLAINS R4,52.07,-116.42,1294 m,,,3053669,,,1998-05-01,2003-09-01,
KOOTENAY PLAINS RS,52.18,-116.48,1219 m,,,3053670,,,1977-05-01,1980-09-01,
KOUCHIBOUGUAC (Kouchibouguac),46.79,-65.01,21 m,AKC,71670,8102326,2018-04-06,+,2016-11-01,+,Kouchibouguac
KOUCHIBOUGUAC,46.77,-65,35 m,,,8102325,,,1972-08-01,1995-12-01,
KOUCHIBOUGUAC CS (Kouchibouguac),46.78,-65.02,21 m,AKC,71670,8102328,2005-05-03,2018-04-05,1995-10-01,2018-05-01,Kouchibouguac
KRISTNES,51.73,-103.63,532 m,,,4014100,,,1956-08-01,1975-02-01,
KRONAU,50.33,-104.3,594 m,,,4014105,,,1961-06-01,1973-07-01,
KRYDOR,52.7,-107.03,594 m,,,4054110,,,1970-06-01,1976-05-01,
KSITUAN,55.9,-119.07,640 m,,,3073673,,,1980-11-01,1993-05-01,
KTNY NP MARBLE CANYON,51.18,-116.12,1484 m,,,1154402,,,1965-06-01,1968-08-01,
KUGAARUK A (Kugaaruk Airport),68.54,-89.81,16 m,YBB,,2303091,2015-02-12,+,,,Kugaaruk
KUGAARUK A (Kugaaruk Airport),68.54,-89.81,16 m,YBB,,2303095,2015-02-12,+,2018-10-01,+,Kugaaruk
KUGAARUK A (Kugaaruk Airport),68.54,-89.8,16 m,YBB,,2303092,1984-12-01,2015-02-12,1984-07-01,2012-08-01,Kugaaruk
KUGAARUK CLIMATE,68.54,-89.8,16 m,NBB,71407,2303094,2004-09-17,+,2004-09-01,2021-03-01,
KUGLUKTUK A (Kugluktuk Airport),67.82,-115.14,23 m,YCO,71938,2300903,2014-12-02,+,2014-12-01,+,Kugluktuk
KUGLUKTUK A (Kugluktuk Airport),67.82,-115.14,23 m,YCO,71938,2300902,1978-01-01,2014-12-04,1977-12-01,2014-12-01,Kugluktuk
KUGLUKTUK A (Kugluktuk Airport),67.82,-115.14,23 m,YCO,,2300905,2016-01-13,+,2018-10-01,+,Kugluktuk
KUGLUKTUK CLIMATE,67.82,-115.14,23 m,NCO,71332,2300904,2005-05-10,+,2004-09-01,+,Kugluktuk
KUPER ISLAND,48.97,-123.63,,,,1014430,,,1894-08-01,1905-01-01,
KUROKI,52,-103.45,585 m,,,4014115,,,1958-11-01,1999-03-01,
KUTCHO CREEK,58.28,-128.5,1240 m,,,1204432,,,1984-06-01,1986-12-01,
KUUJJUAQ A (Kuujjuaq Airport),58.1,-68.42,40 m,YVP,71906,7113534,1953-01-01,2014-03-06,1947-03-01,2014-03-01,Kuujjuaq
KUUJJUAQ A (Kuujjuaq Airport),58.09,-68.42,40 m,YVP,71906,7113535,2014-03-04,+,2014-03-01,+,Kuujjuaq
KUUJJUARAPIK,55.37,-77.57,30 m,MFJ,71615,7103539,2015-08-07,+,2015-08-01,2021-03-01,
KUUJJUARAPIK A (Kuujjuarapik Airport),55.28,-77.75,12 m,YGW,,7103536,1957-02-01,2014-04-03,1925-10-01,2014-03-01,Kuujjuarapik
KUUJJUARAPIK A (Kuujjuarapik Airport),55.28,-77.77,12 m,YGW,,7103537,2014-04-03,+,2018-10-01,+,Kuujjuarapik
KWOTLENEMO LAKE,50.67,-121.8,919 m,,,1114435,,,1969-01-01,1974-03-01,
KYISKAP CREEK,49.9,-113.72,1067 m,,,3033675,,,1972-06-01,1978-04-01,
KYLE CDA EPF,50.73,-108.02,686 m,,,4024120,,,1954-01-01,1970-12-01,
KYLE I,50.87,-107.93,640 m,,,4024121,,,1976-08-01,1977-11-01,
KYLE SOUTH,50.7,-108.22,663 m,,,4024122,,,1974-09-01,1974-09-01,
KYUQUOT,50.03,-127.37,3 m,,,1034440,,,1933-01-01,1959-09-01,
L'ACADIE (L'Acadie),45.29,-73.35,44 m,WIZ,71372,702LED4,1994-02-01,+,1994-07-01,+,Marieville
,,,,,,,,,,,Saint-Jean-sur-Richelieu
,,,,,,,,,,,Saint-Luc
L'ALVERNE,48.13,-66.7,290 m,,,7053935,,,1977-05-01,1999-05-01,
L'ANNONCIATION,46.42,-74.87,244 m,,,7034040,,,1953-06-01,1982-03-01,
L'ARTIFICE,45.07,-73.83,61 m,MLA,,7023545,2004-05-04,2007-06-14,,,
L'ASSOMPTION (L'Assomption),45.81,-73.43,21 m,WEW,71524,7014160,1994-09-07,+,1930-01-01,+,Berthierville
,,,,,,,,,,,Contrecoeur
,,,,,,,,,,,Joliette
,,,,,,,,,,,L'Assomption
,,,,,,,,,,,Le Gardeur
,,,,,,,,,,,Mascouche
,,,,,,,,,,,Repentigny
,,,,,,,,,,,Saint-Lin-Laurentides
,,,,,,,,,,,Sorel-Tracy
,,,,,,,,,,,Terrebonne
,,,,,,,,,,,Tracy
L'ETAPE (L'Étape),47.56,-71.23,791 m,WPD,71382,7015791,1994-02-01,+,1993-08-01,+,Laurentides (Réserve faunique)
LA BAIE,48.3,-70.92,152 m,WUX,71388,706Q001,1997-07-16,+,1997-07-01,2021-03-01,
LA BROQUERIE,49.48,-96.52,290 m,,,5031512,,,2000-09-01,2004-05-01,
LA BROQUERIE,49.48,-96.53,290 m,,,5031511,,,1992-09-01,1996-09-01,
LA CAVE,46.37,-78.73,172 m,,,6084278,,,1950-05-01,1975-12-01,
LA COREY RS,54.42,-110.77,579 m,,,3083725,,,1962-05-01,1976-05-01,
LA COURVILLOISE,46.9,-71.15,114 m,,,701LF83,,,1988-09-01,1991-06-01,
LA CRETE AGCM,58.17,-116.34,323 m,PLC,71542,3073730,2008-06-05,+,2008-06-01,2021-03-01,
LA CRETE RS,58.18,-116.4,327 m,,,3073735,,,1969-10-01,1985-03-01,
LA DORE,48.77,-72.72,183 m,,,706CP09,,,1975-06-01,1993-03-01,
LA FERME,48.58,-78.17,320 m,,,7093710,,,1917-08-01,1936-04-01,
LA GALETTE,47.73,-70.73,741 m,,,7043713,,,1963-01-01,1972-05-01,
LA GLACE AGCM,55.42,-119.25,760 m,PLG,71543,3073740,2008-08-21,+,2008-08-01,2021-03-01,
LA GRANDE 4 A (La Grande IV Airport),53.75,-73.68,306 m,YAH,71003,7093714,2011-12-12,+,2011-12-01,+,La Grande-Quatre
LA GRANDE III A,53.57,-76.2,236 m,YAD,,7093GAL,1994-02-01,2015-10-30,,,
LA GRANDE IV,53.76,-73.68,303 m,GAH,71823,7093GJ5,2005-10-10,+,2005-01-01,2021-03-01,
LA GRANDE IV A (La Grande IV Airport),53.76,-73.68,306 m,YAH,,7093GAC,2005-04-01,2013-09-06,,,La Grande-Quatre
LA GRANDE IV A (La Grande IV Airport),53.76,-73.68,306 m,YAH,,7093GJ3,1985-12-05,2005-10-04,1985-12-01,2018-05-01,La Grande-Quatre
LA GRANDE LG3,53.72,-75.95,244 m,,,7093P1L,,,1974-06-01,1984-08-01,
LA GRANDE LG4,53.83,-73.5,335 m,,,709C71L,,,1978-05-01,1985-08-01,
LA GRANDE RIVIERE A (La Grande Rivière Airport),53.63,-77.7,195 m,YGL,71827,7093716,2012-11-08,+,2012-11-01,+,La Grande Rivière
LA GRANDE RIVIERE A (La Grande Rivière Airport),53.63,-77.7,195 m,YGL,71827,7093715,1976-10-01,2012-11-08,1976-10-01,2012-11-01,La Grande Rivière
LA MACAZA,46.37,-74.77,244 m,,,7033939,,,1976-09-01,2020-12-01,
LA MACAZA A,46.4,-74.78,245 m,,,7033940,,,1956-10-01,1976-08-01,
LA MALBAIE,47.67,-70.15,23 m,,,7043960,,,1913-10-01,2004-04-01,
LA MINERVE,46.25,-74.93,274 m,,,7034010,,,1974-07-01,1994-05-01,
LA MORANDIERE,48.62,-77.62,297 m,,,7094026,,,1963-05-01,2004-04-01,
LA PATRIE,45.4,-71.25,381 m,,,7024080,,,1949-09-01,1981-12-01,
LA POCATIERE (La Pocatière),47.36,-70.03,31 m,WST,71713,7054096,1996-01-18,+,1996-01-01,+,Kamouraska
,,,,,,,,,,,L'Islet
,,,,,,,,,,,La Malbaie
,,,,,,,,,,,Montmagny
LA POCATIERE CDA,47.35,-70.03,31 m,,,7054095,,,1899-10-01,1996-03-01,
LA PROVIDENCE,45.62,-72.95,33 m,,,7024102,,,1990-04-01,1991-03-01,
LA RONGE A (La Ronge Airport),55.15,-105.27,379 m,YVC,71922,4064150,1959-06-16,2013-10-10,1959-06-01,2013-10-01,La Ronge
LA RONGE A (La Ronge Airport),55.15,-105.27,379 m,YVC,71922,4064155,2013-10-08,+,2013-10-01,+,La Ronge
LA RONGE RCS,55.15,-105.27,379 m,XOX,71586,4064149,1999-10-28,+,1999-10-01,2021-03-01,
LA SALLE,45.43,-73.62,23 m,,,7024118,,,1973-01-01,1983-07-01,
LA SARRE,48.78,-79.22,244 m,,,7094120,,,1951-09-01,2004-04-01,
LA SARRE,48.78,-79.1,290 m,,,7094121,,,1978-05-01,1983-04-01,
LA SCIE (La Scie),49.92,-55.67,194 m,WAG,71337,8402520,1984-06-16,+,1984-06-01,+,La Scie
LA TABATIERE,50.83,-58.97,8 m,,,7044168,,,1971-07-01,1985-01-01,
LA TUQUE,47.4,-72.78,152 m,,,7074240,,,1911-09-01,2004-04-01,
LA TUQUE (La Tuque),47.41,-72.79,169 m,WDQ,71378,707DBD4,1994-02-01,+,1994-07-01,+,La Tuque
,,,,,,,,,,,Mauricie
LA TUQUE S,47.4,-72.78,168 m,,,707DBDD,,,1973-06-01,1990-09-01,
LABRIEVILLE 2,49.32,-69.58,137 m,,,7043543,,,1959-02-01,1959-08-01,
LABRIEVILLE B1,49.3,-69.55,152 m,,,7043540,,,1955-01-01,1994-12-01,
LABRIEVILLE B2,49.17,-69.23,198 m,,,7043542,,,1960-03-01,1968-10-01,
LAC 76475347 SITE 1,53.78,-76.78,,,,7093707,,,1960-06-01,1960-09-01,
LAC 76475347 SITE 2,53.75,-76.7,,,,7093P07,,,,,
LAC ALBANEL,50.97,-73.03,396 m,,,709CENL,,,1973-06-01,1973-08-01,
LAC ALEX,49.25,-71.47,457 m,,,706CEE5,,,1965-01-01,1966-12-01,
LAC ALLARD,50.72,-77.68,229 m,,,709CNEN,,,1973-07-01,1973-11-01,
LAC ATTILA,53.57,-77.62,152 m,,,709CNN6,,,1973-07-01,1975-07-01,
LAC AUX SABLES,46.87,-72.4,160 m,,,701LEEH,,,1964-09-01,2020-12-01,
LAC BARBELL,51.9,-68.17,533 m,,,7043EE9,,,1968-06-01,1976-07-01,
LAC BENOIT,51.53,-71.11,549 m,WDE,71520,706I001,1994-09-19,+,1995-11-01,2021-03-01,
LAC BERRY,48.8,-78.28,305 m,,,709CEE9,,,1973-07-01,2020-12-01,
LAC BOUCHETTE,48.22,-72.17,358 m,,,7063560,,,1949-08-01,2015-09-01,
LAC BROMONT,45.27,-72.67,137 m,,,7023568,,,1968-06-01,1973-05-01,
LAC BROWN,46.92,-73.17,366 m,,,7013570,,,1973-06-01,1977-09-01,
LAC CACHE,49.82,-74.43,351 m,,,7093585,,,1963-01-01,1973-08-01,
LAC CARAVAN,53.03,-77.37,229 m,,,709LNR0,,,1973-07-01,1973-11-01,
LAC CARDINAL,56.27,-117.77,649 m,,,3073677,,,1989-06-01,1996-12-01,
LAC CHARRON,49.5,-74.33,366 m,,,7093593,,,1951-08-01,1952-07-01,
LAC CHICOBI,48.83,-78.48,311 m,,,709CE9F,,,1973-07-01,1973-07-01,
LAC DES COMMISSAIRES,48.18,-72.25,358 m,,,7063610,,,1966-07-01,1975-09-01,
LAC DES LOUPS A,46.98,-76.48,387 m,,,7083620,,,1956-01-01,1967-09-01,
LAC DES ROCHES,51.5,-120.62,1143 m,,,1164445,,,1974-05-01,1979-09-01,
LAC DOZOIS (BGE BOURQUE),47.63,-77.3,351 m,,,7083630,,,1948-09-01,1967-09-01,
LAC EDOUARD,47.65,-72.27,370 m,,,7013640,,,1949-09-01,1958-04-01,
LAC EDOUARD S,47.67,-72.27,364 m,,,7013642,,,1973-06-01,1975-09-01,
LAC EON,51.87,-63.28,589 m,WEO,71421,704C64L,1994-02-01,+,1993-03-01,2021-03-01,
LAC HA HA,48,-70.78,503 m,,,7063647,,,1964-01-01,1970-05-01,
LAC HUMQUI,48.28,-67.57,236 m,,,7053649,,,1972-12-01,2020-12-01,
LAC INMAN,46.98,-73.18,320 m,,,7073652,,,1973-07-01,1982-07-01,
LAC JACQUES CARTIER,47.57,-71.23,799 m,,,7013655,,,1963-01-01,1974-08-01,
LAC KIAMIKA,46.62,-75.12,284 m,,,7033665,,,1952-08-01,1971-06-01,
LAC LA BICHE,54.77,-111.97,559 m,,,3063680,1953-01-01,1958-09-30,1944-05-01,1959-09-01,
LAC LA BICHE (AUT),54.77,-112.02,567 m,,,3063685,1958-10-01,2004-02-09,1958-10-01,2003-09-01,
LAC LA BICHE A,54.77,-112.02,565 m,,,3063684,,,1972-11-01,1981-04-01,
LAC LA BICHE CLIMATE (Lac La Biche),54.77,-112.02,567 m,WLB,71316,3063686,2003-11-01,+,2001-02-01,+,Lac La Biche
LAC LA BICHE RS,54.77,-112.97,562 m,,,3063690,,,1972-05-01,1978-04-01,
LAC LA HACHE,51.82,-121.47,819 m,,,1094455,,,1962-05-01,1990-04-01,
LAC LA HACHE 11SW,51.72,-121.55,990 m,,,1094457,,,1987-06-01,1993-04-01,
LAC LA HACHE DINGWALL CREEK,51.88,-121.73,906 m,,,1094456,,,1989-05-01,1994-07-01,
LAC LA RONGE,55.13,-105.33,366 m,,,4064130,,,1921-11-01,1987-09-01,
LAC LE JEUNE WALLOPER LK,50.48,-120.53,1305 m,,,1124460,,,1984-11-01,1988-01-01,
LAC MARTEL,48.08,-73.12,366 m,,,7073672,,,1973-06-01,1978-09-01,
LAC MASSON,46.03,-74.05,312 m,,,7033673,,,1966-01-01,1967-07-01,
LAC MEGANTIC,45.6,-70.87,401 m,,,7023675,,,1960-10-01,1963-08-01,
LAC MEGANTIC,45.6,-70.88,460 m,MUS,,7023680,2013-08-01,2019-08-08,2018-05-01,2019-08-01,
LAC MEGANTIC 2,45.6,-70.87,426 m,,,7023677,,,1963-01-01,2020-12-01,
LAC MEMPHREMAGOG (Lac Memphrémagog),45.27,-72.17,209 m,WTT,,702CFGG,1994-02-01,+,2018-05-01,+,Magog
LAC MINOGAMI,46.67,-72.87,259 m,,,7013678,,,1964-01-01,1978-06-01,
LAC NATHALIE,53.45,-77.45,160 m,,,709LFGH,,,1974-07-01,1974-10-01,
LAC NICAUBA,49.42,-74.33,381 m,,,7093680,,,1952-08-01,1960-10-01,
LAC NICAUBA S,49.37,-74.12,384 m,,,706CFH0,,,1973-06-01,1974-08-01,
LAC ONATCHIWAY,48.9,-71.03,305 m,,,7063683,,,1920-06-01,1981-09-01,
LAC PAMOUSCACHIOU,49.28,-70.98,351 m,,,7063684,,,1973-06-01,1976-08-01,
LAC PARENT,47.42,-74.87,396 m,,,703CFQD,,,1968-01-01,1973-09-01,
LAC POISSON BLANC,45.97,-75.82,229 m,,,7033685,,,1963-01-01,1966-06-01,
LAC RANDAL,51.37,-77.35,229 m,,,709C6HE,,,1973-07-01,1973-10-01,
LAC SAINT-PIERRE,46.18,-72.92,16 m,WBS,71198,701LP0N,1994-02-15,+,1995-02-01,2021-03-01,
LAC SASSAGENAGA,47.13,-78.62,335 m,,,708L70F,,,1973-09-01,1973-09-01,
LAC SEUL,50.28,-92.2,352 m,,,6034282,,,1914-09-01,1941-08-01,
LAC ST DENIS,45.93,-74.32,406 m,,,7033700,,,1957-01-01,1986-06-01,
LAC STE CROIX,48.42,-71.75,152 m,,,7063690,,,1958-07-01,2018-11-01,Alma
LAC VERT,52.52,-104.35,572 m,,,4084ALM,,,1972-10-01,1975-08-01,
LACHUTE,45.65,-74.33,91 m,,,7033650,,,1963-01-01,2020-12-01,
LACOMBE CDA,52.47,-113.75,847 m,,,3023720,,,1907-12-01,1996-03-01,
LACOMBE CDA 2 (Lacombe AAFC),52.45,-113.76,860 m,WQQ,71242,3023722,1994-02-01,+,1993-06-01,+,Lacombe
LADNER,49.08,-123.07,9 m,,,1104468,,,1878-02-01,1934-12-01,
LADNER,49.08,-123.02,1 m,,,1104470,,,1952-01-01,1971-10-01,
LADNER BCHPA,49.08,-123.05,2 m,,,1104473,,,1975-06-01,1978-10-01,
LADNER CREEK,49.5,-121.25,807 m,,,1114474,,,1982-03-01,1992-04-01,
LADNER MONITOR STN,49.07,-123.12,,,,1104477,,,1960-01-01,1971-03-01,
LADNER PORT GUICHON,49.08,-123.1,,,,1104484,,,1960-01-01,1975-02-01,
LADRIERE,48.25,-68.78,148 m,,,705LG09,,,1976-07-01,2004-04-01,
LADY FRANKLIN POINT A,68.5,-113.22,16 m,YUJ,71937,2302680,1973-05-04,2000-01-10,1957-06-01,2000-01-01,
LADYSMITH,48.95,-123.65,24 m,,,1024485,,,1913-05-01,1923-12-01,
LAFLECHE,49.65,-106.57,750 m,,,4024135,,,1971-06-01,1997-05-01,
LAFONTAINE,44.75,-80.08,183 m,,,6114290,,,1947-09-01,1967-09-01,
LAGGAN,45.38,-74.72,91 m,,,6104293,,,1961-08-01,1961-08-01,
LAGOON CITY,44.55,-79.22,221 m,WGL,71282,6114295,1994-02-01,+,1994-12-01,2021-03-01,
LAHR A GERMANY,48.37,-7.83,157 m,,,9030500,,,,,
LAIDLAW,49.36,-121.58,37 m,,,1104488,,,1977-01-01,2017-02-01,
LAILOR RIVER,69.11,-83.54,335 m,,,240B6Q0,1992-12-31,1993-04-27,,,
LAJOIE DAM,50.83,-122.87,686 m,,,1084490,,,1963-07-01,1982-08-01,
LAJORD,50.23,-104.15,594 m,,,4014136,,,1966-05-01,1970-12-01,
LAKE AINSLIE,46.18,-61.2,85 m,,,8202856,,,1991-06-01,1991-11-01,
LAKE ALMA,49.07,-104.25,724 m,,,4014138,,,1973-05-01,2006-12-01,
LAKE AMBROSE,48.58,-56.65,269 m,,,8402500,,,1955-08-01,1957-08-01,
LAKE CHARLOTTE,44.73,-62.95,8 m,,,8202890,,,1971-11-01,1972-07-01,
LAKE COWICHAN,48.83,-124.05,171 m,,,1012055,,,1960-07-01,2021-02-01,
LAKE COWICHAN,48.82,-124.05,180 m,,,1014493,,,1924-01-01,1994-11-01,
LAKE DAUPHIN,51.2,-99.55,264 m,,,5041523,,,1984-10-01,1989-10-01,
LAKE EDWARD,47.65,-72.25,406 m,,,7013735,,,1910-03-01,1925-07-01,
LAKE EON,51.87,-63.28,561 m,,,7043740,1955-03-05,1977-06-15,1955-03-01,1977-06-01,
LAKE HARBOUR,62.83,-69.92,17 m,,,2402681,,,1913-09-01,1946-05-01,
LAKE HAZEN,81.82,-71.3,159 m,,,2402682,,,1957-08-01,1963-08-01,
LAKE LOUISE,51.43,-116.22,1524 m,,,3053760,,,1915-01-01,2007-11-01,
LAKE MAJOR,44.72,-63.48,63 m,,,8202896,,,1999-01-01,2021-03-01,
LAKE MANITOBA NARROWS,51.08,-98.78,252 m,,,5041527,,,1977-12-01,1978-02-01,
LAKE MEGANTIC,45.6,-70.88,401 m,,,7023800,,,1913-10-01,1947-07-01,
LAKE OPEONGO,45.63,-78.37,403 m,,,6084300,,,1962-05-01,1989-08-01,
LAKE ROSSIGNOL,44.22,-65.23,85 m,,,8202900,,,1941-07-01,1967-10-01,
LAKE SUPERIOR PROVINCIAL PARK (Lake Superior Provincial Park),47.72,-84.81,401 m,TLS,71640,6054425,2013-11-19,+,2013-11-01,+,Lake Superior (Provincial Park)
LAKE TRAVERSE,45.95,-78.07,236 m,,,6084307,,,1965-07-01,1987-01-01,
LAKEFIELD,44.47,-78.23,236 m,,,6164297,,,1874-08-01,1990-09-01,
LAKEHEAD UNIVERSITY,48.43,-89.27,210 m,,,6044298,,,1968-12-01,2002-05-01,
LAKELAND,50.27,-98.67,256 m,,,5041525,,,1970-07-01,1975-06-01,
LAKELSE LAKE,54.4,-128.52,76 m,,,1064497,,,1967-11-01,1999-09-01,
LAKEPORT,43.98,-77.92,90 m,,,6154302,,,1952-04-01,1959-02-01,
LAKEVIEW MOE,43.57,-79.57,76 m,,,6154310,,,1963-01-01,1994-12-01,
LAMALINE,46.87,-55.13,3 m,,,8402516,,,1983-04-01,1998-12-01,
LAMARTINE,47.03,-70.35,63 m,,,7053980,,,1960-07-01,1994-04-01,
LAMBERT CREEK LO,58.05,-114.15,305 m,,,3073764,,,1969-05-01,2011-09-01,
LAMBTON,45.83,-71.08,366 m,,,7024000,,,1915-05-01,1994-05-01,
LAMEQUE,47.83,-64.6,15 m,,,8102335,,,1976-04-01,1976-08-01,
LAMEQUE,47.8,-64.65,6 m,,,8102336,,,1980-04-01,1982-06-01,
LAMERTON,52.53,-113.12,838 m,,,30237FM,,,1979-09-01,1980-01-01,
LAMONT,53.77,-112.85,710 m,,,3013PFD,,,1980-07-01,1993-11-01,
LAMPMAN,49.45,-102.62,594 m,,,4014142,,,1971-08-01,1978-09-01,
LANCASTER,45.15,-74.47,50 m,,,6104340,,,1961-07-01,1973-10-01,
LANDMARK,49.67,-96.88,241 m,,,5021529,,,1980-08-01,1993-02-01,
LANGARA,54.26,-133.06,43 m,WLA,71899,1054500,1954-01-01,2001-12-13,1936-07-01,2021-03-01,
LANGARA ISLAND RCS,54.26,-133.06,47 m,WJU,71903,1054503,1994-02-01,+,1992-11-01,2021-03-01,
LANGBANK,50.15,-102.39,622 m,,,4014143,,,2008-07-01,2012-07-01,
LANGENBURG,50.9,-101.72,517 m,,,4014145,,,1959-11-01,2020-06-01,
LANGFORD LAKE,48.43,-123.53,75 m,,,1014530,,,1953-04-01,1983-11-01,
LANGHAM 2W,52.37,-107.02,503 m,,,405DJDN,,,1990-06-01,2008-03-01,
LANGLEY,49.18,-122.53,,,,1104550,,,1878-01-01,1900-10-01,
LANGLEY 96 AVENUE,49.18,-122.6,13 m,,,1104569,,,1987-06-01,1987-10-01,
LANGLEY CAMPBELL R PK,49.03,-122.67,56 m,,,1104553,,,1987-04-01,1996-12-01,
LANGLEY CENTRE,49.08,-122.62,59 m,,,1104554,,,1988-10-01,1994-04-01,
LANGLEY LOCHIEL,49.05,-122.58,101 m,,,1104555,,,1957-03-01,1986-07-01,
LANGLEY PRAIRIE,49.15,-122.65,87 m,,,1104560,,,1953-04-01,1983-04-01,
LANGLEY RIVER ROAD,49.17,-122.53,15 m,,,1104562,,,1987-06-01,1999-08-01,
LANGLEY SOUTH,49.03,-122.55,61 m,,,110456B,,,1995-02-01,1996-04-01,
LANGLEY WELLS,49.07,-122.67,46 m,,,1104565,,,1964-04-01,1965-11-01,
LANGRUTH,50.4,-98.55,250 m,,,5041530,,,1970-07-01,2001-06-01,
LANGRUTH WEST,50.41,-98.8,264 m,,,5041535,,,2001-08-01,2005-02-01,
LANGTON,42.73,-80.58,229 m,,,6134344,,,1967-12-01,1977-04-01,
LANSDOWNE,44.5,-76.03,104 m,,,6104347,,,1895-08-01,1909-10-01,
LANSDOWNE,44.4,-76,102 m,,,6104348,,,1965-01-01,1967-10-01,
LANSDOWNE HOUSE,52.23,-87.88,255 m,,,6014350,1953-01-01,1989-07-11,1941-03-01,1989-06-01,
LANSDOWNE HOUSE (AUT),52.2,-87.94,253 m,WLF,71846,6014353,1994-02-01,+,1992-12-01,+,Lansdowne House
,,,,,,,,,,,Webequie
LANSDOWNE HOUSE A (Lansdowne House Airport),52.2,-87.93,254 m,YLH,,6014351,2013-03-05,+,2018-10-01,+,Lansdowne House
,,,,,,,,,,,Ogoki
,,,,,,,,,,,Webequie
LANSDOWNE HOUSE A (Lansdowne House Airport),52.2,-87.94,254 m,YLH,,6014355,2005-07-12,2013-03-07,,,Lansdowne House
,,,,,,,,,,,Ogoki
,,,,,,,,,,,Webequie
LAPORTE,51.22,-109.52,736 m,,,402DADF,,,1973-05-01,1975-07-01,
LAPRAIRIE,45.38,-73.43,30 m,,,7024100,,,1963-01-01,2020-12-01,
LAPRISE,57.43,-121.98,781 m,,,1184575,,,1995-01-01,1997-02-01,
LARDEAU,50.2,-116.97,550 m,,,1144580,,,1961-08-01,1980-06-01,
LARDEAU CREEK GALENA LODGE,50.66,-117.39,1097 m,,,1144582,,,1989-12-01,2008-10-01,
LASHBURN,53.03,-109.55,594 m,,,4044152,,,1970-06-01,2000-08-01,
