,Station,Station ID,Province,Index_col,Monthly Range,Daily Range
5389,COBOCONK,5160,ON,271,1970-01-01|1978-12-01,1970-06-01|1978-04-30
5390,COBOURG,4904,ON,272,1948-01-01|1958-12-01,1948-11-01|1958-11-30
5391,COBOURG (AUT),7870,ON,273,2003-10-01|2006-12-01,1992-12-02|2021-02-25
5392,COBOURG 2,4906,ON,274,1958-01-01|1962-12-01,1958-03-01|1962-06-30
5393,COBOURG STP,4905,ON,275,1970-01-01|2006-12-01,1970-07-01|2021-02-24
5394,COCHRANE,4142,ON,276,1910-01-01|1993-12-01,1910-06-01|1993-04-30
5395,COCKBURN ISLAND,4207,ON,277,1897-01-01|1910-12-01,1897-10-01|1910-03-31
5396,CODRINGTON,4907,ON,278,1965-01-01|1973-12-01,1965-06-01|1973-04-30
5397,COE HILL,43923,ON,279,2005-08-01|2006-12-01,2005-08-01|2018-04-19
5398,COE HILL,5161,ON,280,1948-01-01|1957-12-01,1948-04-01|1957-09-30
5399,COLBORNE,6954,ON,281,1991-01-01|1991-12-01,1991-10-01|1991-12-31
5400,COLD CREEK,4908,ON,282,1961-01-01|1991-11-01,1961-12-01|1991-09-30
5401,COLDSTREAM,4744,ON,283,1888-01-01|1899-12-01,1888-07-01|1899-08-31
5402,COLDWATER,4431,ON,284,1883-01-01|1954-12-01,1883-04-01|1954-12-31
5403,COLDWATER WARMINSTER,4432,ON,285,1971-01-01|2006-12-01,1971-08-01|2021-02-24
5404,COLLINGWOOD,4433,ON,286,1869-01-01|1974-12-01,1869-11-01|1974-08-31
5405,COLLINGWOOD,10955,ON,287,1997-01-01|2006-12-01,1994-12-30|2021-02-25
5406,COLLINGWOOD A,4434,ON,288,1970-01-01|1971-12-01,1970-08-01|1971-04-30
5407,COLLINGWOOD SMART BROS,4435,ON,289,1966-01-01|1967-12-01,1965-12-01|1967-03-31
5408,COLLINGWOOD WPCP,4436,ON,290,1973-01-01|1997-01-01,1973-05-01|1997-01-31
5409,COMBERMERE,4252,ON,291,1956-01-01|2006-12-01,1956-01-01|2009-12-29
5410,CONESTOGO,4745,ON,292,1880-01-01|1899-12-01,1880-04-01|1899-10-31
5411,CONISTON,4112,ON,293,1921-01-01|1976-12-01,1921-04-01|1976-01-31
5412,CONISTON STP,4113,ON,294,1962-01-01|2002-10-01,1962-02-01|2002-10-31
5413,CONNAUGHT,4143,ON,295,1962-01-01|1981-12-01,1962-01-01|1981-11-30
5414,CONNAUGHT,48908,ON,296,|,2010-08-10|2012-09-09
5415,COOKSTOWN,4437,ON,297,1972-01-01|2006-12-01,1972-06-01|2007-04-30
5416,COOKSVILLE,4909,ON,298,1962-01-01|1965-12-01,1962-01-01|1965-09-30
5417,COPETOWN,4910,ON,299,1970-01-01|1993-12-01,1970-10-01|1993-06-30
5418,COPPER CLIFF,4114,ON,300,1906-01-01|1968-12-01,1906-10-01|1968-05-31
5419,CORNWALL,4253,ON,301,1867-01-01|1887-12-01,1867-01-01|1887-12-31
5420,CORNWALL,4255,ON,302,1951-01-01|2006-12-01,1950-11-01|2021-02-25
5421,CORNWALL,42004,ON,303,|,2003-10-07|2007-06-14
5422,CORNWALL,4254,ON,304,1948-01-01|1950-12-01,1948-04-01|1950-05-31
5423,CORNWALL COLLEGE,4256,ON,305,1959-01-01|1963-12-01,1959-10-01|1963-08-31
5424,CORNWALL CUMBERLAND ST,4257,ON,306,1960-01-01|1966-12-01,1960-05-01|1966-07-31
5425,CORNWALL ONT HYDRO,4258,ON,307,1955-01-01|1995-03-01,1954-12-01|1995-03-31
5426,CORNWALL ST LHS,4259,ON,308,1958-01-01|1963-12-01,1958-01-01|1963-11-30
5427,COTTAM,4622,ON,309,1882-01-01|1921-12-01,1882-06-01|1926-01-31
5428,COURTRIGHT,4555,ON,310,1969-01-01|1997-12-01,1969-08-01|1997-12-31
5429,COVE ISLAND,4556,ON,311,1965-01-01|1985-12-01,1965-06-01|1985-11-30
5430,COVE ISLAND (AUT),9004,ON,312,|,1994-12-30|2021-02-25
5431,CRESSY,4911,ON,313,1966-01-01|2002-03-01,1966-07-01|2002-03-31
5432,CREWSONS CORNERS,4912,ON,314,1957-01-01|1973-12-01,1957-09-01|1973-02-28
5433,CROMARTY,4746,ON,315,1970-01-01|1991-12-01,1970-05-01|1991-12-31
5434,CROW LAKE,4260,ON,316,1972-01-01|1991-11-01,1972-07-01|1991-07-31
5435,CROYDON,4913,ON,317,1895-01-01|1908-12-01,1895-09-01|1908-07-31
5436,CRYSTAL FALLS,43520,ON,318,2004-12-01|2006-02-01,2004-11-30|2006-02-28
5437,CRYSTAL FALLS,4192,ON,319,1922-01-01|1988-12-01,1922-05-01|1988-01-31
5438,CULLODEN EASEY,4747,ON,320,1974-01-01|2006-12-01,1974-06-01|2007-12-31
5439,CUMBERLAND,4261,ON,321,1973-01-01|1980-12-01,1973-08-01|1980-02-29
5440,CYPRUS LAKE CS,27531,ON,322,1995-04-01|2006-12-01,1995-01-01|2009-04-14
5441,DACRE,4262,ON,323,1926-01-01|1936-12-01,1926-05-01|1936-08-31
5442,DALHOUSIE L HIGH FALLS,4263,ON,324,1923-01-01|1983-12-01,1923-09-01|1983-06-30
5443,DALHOUSIE MILLS,4264,ON,325,1968-01-01|2004-10-01,1968-04-01|2004-10-31
5444,DALKEITH,4265,ON,326,1961-01-01|1978-12-01,1961-06-01|1978-08-31
5445,DALKEITH PYM,4266,ON,327,1978-01-01|1987-12-01,1978-08-01|1987-04-30
5446,DALRYMPLE LAKE,4438,ON,328,1970-01-01|1975-12-01,1970-03-01|1975-08-31
5447,DALTON,4066,ON,329,1977-01-01|1979-12-01,1977-02-01|1979-10-31
5448,DAMASCUS,4748,ON,330,1975-01-01|1977-12-01,1974-12-01|1977-02-28
5449,DASHWOOD,4557,ON,331,1976-01-01|2000-12-01,1976-04-01|2000-12-31
5450,DEALTOWN,4623,ON,332,1883-01-01|1904-12-01,1883-04-01|1904-09-30
5451,DELHI CDA,4624,ON,333,1934-01-01|1997-05-01,1934-06-01|1997-05-31
5452,DELHI CS,27528,ON,334,1997-06-01|2006-12-01,1997-06-01|2021-02-25
5453,DELTA,4267,ON,335,1969-01-01|1994-12-01,1969-06-01|1994-11-30
5454,DENBIGH,5162,ON,336,1883-01-01|1896-12-01,1883-06-01|1896-10-31
5455,DES JOACHIMS,4269,ON,337,1950-01-01|1977-12-01,1950-05-01|1977-11-30
5456,DESERONTO,4914,ON,338,1882-01-01|1905-12-01,1882-06-01|1905-10-31
5457,DEVLIN,3934,ON,339,1978-01-01|1992-12-01,1978-12-01|1992-06-30
5458,DEVLIN BELLAMY,3935,ON,340,1979-01-01|1992-12-01,1978-12-01|1992-12-31
5459,DOG LAKE DAM,3998,ON,341,1923-01-01|1958-12-01,1923-06-01|1958-11-30
5460,DOG RIVER,3999,ON,342,1957-01-01|1960-12-01,1957-10-01|1960-08-31
5461,DOMVILLE,4270,ON,343,1948-01-01|1954-12-01,1948-02-01|1954-08-31
5462,DONA,4000,ON,344,1926-01-01|1958-12-01,1926-10-01|1958-12-31
5463,DONA LAKE,3916,ON,345,1990-01-01|1990-12-01,1990-04-01|1990-11-30
5464,DOON,4749,ON,346,1948-01-01|1953-12-01,1948-05-01|1953-12-31
5465,DORCHESTER,4750,ON,347,1976-01-01|2006-12-01,1976-04-01|2017-09-08
5466,DORION TCPL 70,4001,ON,348,1970-01-01|1984-12-01,1969-12-01|1984-12-31
5467,DORSET,4439,ON,349,1949-01-01|1969-12-01,1949-08-01|1969-06-30
5468,DORSET MOE,4440,ON,350,1976-01-01|2002-01-01,1976-11-01|2002-01-31
5469,DOUGLAS POINT,4559,ON,351,1965-01-01|1971-12-01,1965-10-01|1971-08-31
5470,DOUGLAS POINT,4558,ON,352,1961-01-01|1965-12-01,1961-06-01|1965-09-30
5471,DRESDEN,4625,ON,353,1956-01-01|1996-12-01,1956-07-01|1996-12-31
5472,DRUMBO,4751,ON,354,1965-01-01|1976-12-01,1965-08-01|1976-10-31
5473,DRUMBO HARRINGTON,4752,ON,355,1974-01-01|1975-12-01,1974-06-01|1975-09-30
5474,DRUMMOND CENTRE,4268,ON,356,1984-01-01|2006-12-01,1984-06-01|2021-02-25
5475,DRUMQUIN,4915,ON,357,1978-01-01|1980-12-01,1978-09-01|1980-06-30
5476,DRYDEN,3952,ON,358,1914-01-01|1997-09-01,1914-01-01|1997-09-30
5477,DRYDEN A,3953,ON,359,1970-01-01|2004-10-01,1970-01-01|2005-01-19
5478,DRYDEN A (AUT),29368,ON,360,2004-11-01|2006-12-01,1999-11-23|2010-09-23
5479,DRYDEN FORESTRY,3954,ON,361,1960-01-01|1968-12-01,1960-05-01|1968-07-31
5480,DRYDEN REGIONAL,48869,ON,362,|,2010-07-29|2021-02-25
5481,DUNCHURCH,4441,ON,363,1973-01-01|2006-12-01,1973-09-01|2014-02-28
5482,DUNNVILLE,4626,ON,364,1899-01-01|1962-12-01,1899-11-01|1962-07-31
5483,DUNNVILLE 2,4627,ON,365,1956-01-01|1957-12-01,1956-07-01|1957-05-31
5484,DUNNVILLE PUMPING STN,4628,ON,366,1962-01-01|1990-12-01,1962-03-01|1990-12-31
5485,DUNROBIN,4271,ON,367,1990-01-01|1991-11-01,1990-11-01|1991-05-31
5486,DUNVEGAN,4272,ON,368,1947-01-01|1949-12-01,1947-10-01|1949-08-31
5487,DURHAM,4442,ON,369,1882-01-01|2003-10-01,1882-06-01|2003-10-31
5488,DUTTON,4629,ON,370,1883-01-01|1914-12-01,1883-04-01|1914-08-31
5489,DUTTON 2,4630,ON,371,1913-01-01|1928-12-01,1913-02-01|1928-02-29
5490,DWIGHT,4193,ON,372,1973-01-01|2005-12-01,1973-01-01|2005-12-31
5491,DYMOND ONT HYDRO,4144,ON,373,1973-01-01|1998-09-01,1973-05-01|1998-09-30
5492,EAGLE RIVER,3955,ON,374,1986-01-01|1988-12-01,1986-11-01|1988-10-31
5493,EAR FALLS,3917,ON,375,1928-01-01|1999-04-01,1928-10-01|1999-04-30
5494,EAR FALLS (AUT),27865,ON,376,1999-01-01|2006-11-01,1999-01-01|2021-02-25
5495,EARLTON A,49489,ON,377,|,2011-10-20|2021-02-25
5496,EARLTON A,4145,ON,378,1938-01-01|2004-10-01,1938-09-01|2005-01-19
5497,EARLTON AWOS,30246,ON,379,2004-11-01|2006-12-01,2000-09-20|2011-10-20
5498,EARLTON CLIMATE,47687,ON,380,|,2008-11-20|2021-02-25
5499,EAST PEN ISLAND,7370,ON,381,|,|
5500,EDGELEY,4916,ON,382,1958-01-01|1960-12-01,1958-11-01|1960-02-29
5501,EGANVILLE,4273,ON,383,1956-01-01|1956-12-01,1956-01-01|1956-05-31
5502,EGANVILLE 2,43600,ON,384,2004-11-01|2006-03-01,2004-10-21|2006-03-31
5503,EGBERT (AUT),10753,ON,385,|,|
5504,EGBERT CARE,4397,ON,386,1988-01-01|2006-12-01,1988-08-01|2007-04-26
5505,EGBERT CS,27604,ON,387,2003-10-01|2006-12-01,2000-08-17|2021-02-25
5506,EGREMONT,4753,ON,388,1880-01-01|1894-12-01,1880-03-01|1894-01-31
5507,EKWAN RIVER (AUT),10910,ON,389,|,|
5508,ELLIOT LAKE,4069,ON,390,1959-01-01|1973-12-01,1959-11-01|1973-09-30
5509,ELLIOT LAKE A,7595,ON,391,1995-07-01|2011-10-01,1995-07-01|2012-04-02
5510,ELLIOT LAKE DENISON,4070,ON,392,1974-01-01|1979-12-01,1974-03-01|1980-05-31
5511,ELLIOT LAKE STANLEIGH,4071,ON,393,1984-01-01|1997-11-01,1984-06-01|1997-11-30
5512,ELMIRA,4754,ON,394,1955-01-01|1994-12-01,1955-05-01|1994-05-31
5513,ELMVALE,4443,ON,395,1947-01-01|1951-12-01,1947-05-01|1951-12-31
5514,ELORA,4755,ON,396,1882-01-01|1923-12-01,1882-01-01|1923-01-31
5515,ELORA AUTOMATIC CLIMATE STATION,4723,ON,397,1986-01-01|2003-09-01,1986-01-01|2003-09-30
5516,ELORA RCS,41983,ON,398,2003-10-01|2006-12-01,2003-10-01|2021-02-25
5517,ELORA RESEARCH STN,4756,ON,399,1969-01-01|1985-12-01,1969-03-01|1985-12-31
5518,EMBRO INNES,4757,ON,400,1977-01-01|2003-12-01,1977-08-01|2003-12-31
5519,EMO,3936,ON,401,1922-01-01|1968-12-01,1922-04-01|1968-06-30
5520,EMO 2,3937,ON,402,1957-01-01|1968-12-01,1957-05-01|1968-06-30
5521,EMO HOSKINS,3927,ON,403,1978-01-01|1993-12-01,1978-12-01|1993-04-30
5522,EMO RADBOURNE,3928,ON,404,1978-01-01|2002-11-01,1978-12-01|2002-11-30
5523,EMSDALE,4444,ON,405,1895-01-01|1952-12-01,1895-08-01|1952-09-30
5524,ENGLEHART,4146,ON,406,1948-01-01|2000-12-01,1948-05-01|2000-12-31
5525,ENNISMORE,5163,ON,407,1882-01-01|1910-12-01,1882-05-01|1910-01-31
5526,ERIEAU,4631,ON,408,1979-01-01|1979-12-01,1979-06-01|1979-07-31
5527,ERIEAU (AUT),9006,ON,409,|,1992-12-03|2021-02-25
5528,ERIEAU BAY,44847,ON,410,2006-05-01|2006-12-01,2006-05-01|2007-01-14
5529,ERINDALE,4917,ON,411,1959-01-01|1978-12-01,1959-04-01|1978-12-31
5530,ESSA ONT HYDRO,4445,ON,412,1958-01-01|2001-04-01,1958-07-01|2001-04-30
5531,ESSEX,4632,ON,413,1961-01-01|1968-12-01,1961-08-01|1968-11-30
5532,EUGENIA,4446,ON,414,1916-01-01|1969-12-01,1916-05-01|1969-01-31
5533,EXETER,4560,ON,415,1961-01-01|2006-12-01,1961-02-01|2008-04-15
5534,FALKLAND,4758,ON,416,1962-01-01|1969-12-01,1962-04-01|1969-08-31
5535,FENELON FALLS,5164,ON,417,1915-01-01|1970-12-01,1915-07-01|1970-10-31
5536,FENELON FALLS,5165,ON,418,1981-01-01|2000-04-01,1981-06-01|2000-04-30
5537,FERGUS,4759,ON,419,1882-01-01|1894-12-01,1882-06-01|1894-06-30
5538,FERGUS MOE,4761,ON,420,1963-01-01|2006-12-01,1962-11-01|2020-12-30
5539,FERGUS SHAND DAM,4760,ON,421,1939-01-01|2006-12-01,1939-10-01|2021-02-25
5540,FERNDALE,4561,ON,422,1965-01-01|1968-12-01,1965-05-01|1968-01-31
5541,FESSERTON,4447,ON,423,1961-01-01|1964-12-01,1961-07-01|1964-09-30
5542,FINGAL,4633,ON,424,1965-01-01|1969-12-01,1965-10-01|1969-12-31
5543,FITZROY HARBOUR,4274,ON,425,1870-01-01|1906-12-01,1870-04-01|1906-10-31
5544,FLINT,3997,ON,426,1979-01-01|2006-12-01,1979-03-01|2014-02-28
5545,FOLDENS,4762,ON,427,1963-01-01|2006-12-01,1963-06-01|2016-06-12
5546,FOLEYET,4115,ON,428,1931-01-01|1973-12-01,1931-04-01|1974-01-31
5547,FONTHILL,4634,ON,429,1945-01-01|1969-12-01,1945-11-01|1969-06-30
5548,FOREST,4562,ON,430,1924-01-01|1991-11-01,1924-09-01|1991-10-31
5549,FOREST MCNABB,4563,ON,431,1960-01-01|1963-12-01,1960-12-01|1963-04-30
5550,FORMOSA,4564,ON,432,1975-01-01|1976-12-01,1975-08-01|1976-06-30
5551,FORT ALBANY,4147,ON,433,1968-01-01|1993-12-01,1968-08-01|1993-06-30
5552,FORT ERIE,4635,ON,434,1966-01-01|2006-12-01,1966-04-01|2021-02-25
5553,FORT FRANCES,3938,ON,435,1892-01-01|1995-09-01,1892-01-01|1995-09-30
5554,FORT FRANCES A,3939,ON,436,1976-01-01|2006-12-01,1976-08-01|2011-05-10
5555,FORT FRANCES CDA EPF,3940,ON,437,1960-01-01|1962-12-01,1960-01-01|1962-10-31
5556,FORT FRANCES FORESTRY,3941,ON,438,1943-01-01|1964-12-01,1943-05-01|1965-02-28
5557,FORT FRANCES RCS,46507,ON,439,|,2007-10-08|2021-02-25
5558,FORT HOPE,3918,ON,440,1891-01-01|1930-12-01,1891-10-01|1930-08-31
5559,FORT SEVERN A,51219,ON,441,|,2013-03-07|2021-02-25
5560,FORT SEVERN A,45447,ON,442,|,2006-09-05|2013-03-06
5561,FOURNIER,4275,ON,443,1957-01-01|1959-12-01,1957-05-01|1959-02-28
5562,FOYMOUNT,4276,ON,444,1956-01-01|1974-12-01,1956-04-01|1974-05-31
5563,FRANKFORD MOE,4918,ON,445,1959-01-01|1994-12-01,1959-12-01|1994-02-28
5564,FRANZ,4072,ON,446,1917-01-01|1960-12-01,1917-03-01|1960-02-29
5565,FRANZ FORESTRY,4073,ON,447,1952-01-01|1952-12-01,|
5566,FREDERICKHOUSE LAKE DAM,4148,ON,448,1950-01-01|1961-12-01,1950-01-01|1961-10-31
5567,FRENCH R CHAUDIERE DAM,4194,ON,449,1969-01-01|2003-12-01,1969-12-01|2003-12-31
5568,FRENCHMANS BAY,4919,ON,450,1959-01-01|2004-10-01,1959-12-01|2004-10-31
5569,FULLARTON,4763,ON,451,1956-01-01|1967-12-01,1956-10-01|1967-07-31
5570,GALT OSMOND,4920,ON,452,1965-01-01|1978-12-01,1965-06-01|1978-03-31
5571,GAMEBRIDGE,4398,ON,453,1989-01-01|1993-12-01,1989-05-01|1993-11-30
5572,GANANOQUE,4277,ON,454,1969-01-01|1969-12-01,1969-06-01|1969-08-31
5573,GARDEN HILL,4921,ON,455,1967-01-01|1968-12-01,1967-06-01|1968-06-30
5574,GARSON,4116,ON,456,1962-01-01|1965-12-01,1962-06-01|1965-02-28
5575,GEORGETOWN,4922,ON,457,1882-01-01|1966-12-01,1882-03-01|1966-10-31
5576,GEORGETOWN WWTP,4923,ON,458,1962-01-01|2006-12-01,1962-08-01|2021-02-24
5577,GERALDTON,4002,ON,459,1967-01-01|1981-12-01,1967-11-01|1981-07-31
5578,GERALDTON A,4003,ON,460,1981-01-01|2015-02-01,1981-08-01|2015-02-11
5579,GERALDTON A,54240,ON,461,|,2018-10-29|2021-02-25
5580,GERALDTON A,53519,ON,462,|,2015-02-12|2021-02-25
5581,GERALDTON AIRPORT,54858,ON,463,|,2018-12-12|2021-02-25
5582,GERALDTON FORESTRY,4004,ON,464,1948-01-01|1969-12-01,1948-07-01|1969-02-28
5583,GERALDTON ONT HYDRO,4005,ON,465,1950-01-01|1973-12-01,1950-06-01|1973-08-31
5584,GILFORD,4449,ON,466,1976-01-01|1983-12-01,1976-07-01|1983-08-31
5585,GILFORD,4448,ON,467,1959-01-01|1968-12-01,1959-05-01|1968-02-29
5586,GILMOUR,5166,ON,468,1948-01-01|1956-12-01,1948-06-01|1957-07-31
5587,GLANWORTH CFPL,4764,ON,469,1961-01-01|1982-12-01,1961-06-01|1982-12-31
5588,GLEN ALLAN,4765,ON,470,1955-01-01|2006-12-01,1955-08-01|2013-12-31
5589,GLEN GORDON,4279,ON,471,1967-01-01|1999-09-01,1967-12-01|1999-09-30
5590,GLEN HAFFY MONO MILLS,4924,ON,472,1959-01-01|2003-12-01,1959-01-01|2003-12-31
5591,GLENBURNIE,4278,ON,473,1972-01-01|1999-01-01,1972-05-01|1999-01-31
5592,GLENCOE,4766,ON,474,1948-01-01|1958-12-01,1948-05-01|1958-02-28
5593,GLENCOLIN,4636,ON,475,1958-01-01|1965-12-01,1958-03-01|1967-09-30
5594,GLENORA RS,4925,ON,476,1958-01-01|1969-12-01,1958-08-01|1969-07-31
5595,GLOUCESTER DESJARDINS,4280,ON,477,1975-01-01|1977-12-01,1975-06-01|1977-09-30
5596,GLOUCESTER KETTLES,4281,ON,478,1975-01-01|1982-12-01,1975-06-01|1982-01-31
5597,GLOUCESTER POOL,27335,ON,479,1997-06-01|2001-09-01,1997-06-01|2001-09-30
5598,GLOUCESTER RCN,4282,ON,480,1954-01-01|1954-12-01,1954-06-01|1954-12-31
5599,GLOUCESTER TINKER,4283,ON,481,1975-01-01|1976-12-01,1975-08-01|1976-07-31
5600,GODERICH,7747,ON,482,1997-05-01|2006-12-01,1994-12-30|2021-02-25
5601,GODERICH,4565,ON,483,1866-01-01|1950-12-01,1866-12-01|1950-12-31
5602,GODERICH LIGHTHOUSE,4566,ON,484,1874-01-01|1911-12-01,1874-11-01|1911-03-31
5603,GODERICH MUNICIPAL A,4567,ON,485,1969-01-01|1980-12-01,1969-11-01|1980-10-31
5604,GODERICH TOWNSHIP,4568,ON,486,1912-01-01|1970-12-01,1912-03-01|1970-12-31
5605,GODFREY,4284,ON,487,1981-01-01|2003-05-01,1981-06-01|2003-05-31
5606,GOGAMA TREE NURSERY,4117,ON,488,1989-01-01|1992-12-01,1989-11-01|1992-05-31
5607,GOODERHAM,5167,ON,489,1948-01-01|1968-12-01,1948-06-01|1968-12-31
5608,GORE BAY,4208,ON,490,1881-01-01|1983-12-01,1881-03-01|1983-10-31
5609,GORE BAY  AWOS,30240,ON,491,2006-04-01|2006-12-01,2005-01-01|2011-07-06
5610,GORE BAY A,4209,ON,492,1947-01-01|2006-03-01,1947-07-01|2006-03-31
5611,GORE BAY CLIMATE,48788,ON,493,|,2010-07-09|2021-02-25
5612,GORE BAY-MANITOULIN,48372,ON,494,|,2018-10-29|2021-02-25
5613,GORES LANDING,4927,ON,495,1970-01-01|1982-12-01,1970-06-01|1982-10-31
5614,GORES LANDING,4926,ON,496,1943-01-01|1966-12-01,1943-08-01|1966-09-30
5615,GORMLEY ARDENLEE,4928,ON,497,1974-01-01|1994-12-01,1974-07-01|1994-05-31
5616,GRAHAM A,4006,ON,498,1948-01-01|1967-12-01,1948-10-01|1967-01-31
5617,GRAND BEND,4573,ON,499,1961-01-01|1961-12-01,1961-01-01|1961-08-31
5618,GRAND BEND RES STN 1,4571,ON,500,1962-01-01|1965-12-01,1962-05-01|1965-12-31
5619,GRAND BEND RES STN 2,4572,ON,501,1962-01-01|1965-12-01,1962-05-01|1965-12-31
5620,GRAND BEND RES STN 3,4570,ON,502,1962-01-01|1965-12-01,1962-05-01|1965-12-31
5621,GRAND BEND RES STN 4,4569,ON,503,1962-01-01|1965-12-01,1962-05-01|1965-12-31
5622,GRAND BEND RES STN 5,4767,ON,504,1962-01-01|1965-12-01,1962-05-01|1965-12-31
5623,GRAND VALLEY,4768,ON,505,1910-01-01|1939-12-01,1910-03-01|1939-11-30
5624,GRAND VALLEY WPCP,4769,ON,506,1974-01-01|1994-12-01,1974-05-01|1994-12-31
5625,GRANTON,4771,ON,507,1975-01-01|1976-12-01,1975-11-01|1976-03-31
5626,GRANTON,4770,ON,508,1873-01-01|1886-12-01,1873-01-01|1886-12-31
5627,GRASSY NARROWS,44163,ON,509,2005-09-01|2006-09-01,2005-09-01|2009-08-30
5628,GRAVENHURST,4450,ON,510,1870-01-01|1949-12-01,1870-11-01|1949-09-30
5629,GRAVENHURST BEAVER CREEK,27087,ON,511,1995-10-01|2001-12-01,1995-10-01|2001-12-31
5630,GRAVENHURST BOOTH,4394,ON,512,1980-01-01|1994-12-01,1980-06-01|1994-07-31
5631,GREAT DUCK ISLAND,4210,ON,513,1966-01-01|1985-12-01,1966-08-01|1985-11-30
5632,GREAT DUCK ISLAND (AUT),7981,ON,514,|,1994-12-29|2021-02-25
5633,GREEN RIVER,4929,ON,515,1953-01-01|1957-12-01,1953-04-01|1957-09-30
5634,GREENFIELD,4285,ON,516,1965-01-01|1967-12-01,1965-05-01|1967-06-30
5635,GREENWOOD MTRCA,4930,ON,517,1960-01-01|1993-12-01,1960-01-01|1993-11-30
5636,GRENADIER ISLAND,10903,ON,518,1997-04-01|2006-12-01,1994-12-30|2021-02-25
5637,GREY COUNTY FOREST,4451,ON,519,1954-01-01|1954-12-01,1954-09-01|1954-09-30
5638,GRIMSBY,4637,ON,520,1910-01-01|1985-12-01,1910-01-01|1985-08-31
5639,GRIMSBY ALLAN,4638,ON,521,1970-01-01|1975-12-01,1970-08-01|1975-03-31
5640,GRIMSBY CHATEAU GAI,4639,ON,522,1978-01-01|1981-12-01,1978-08-01|1981-05-31
5641,GRIMSBY MOUNTAIN,44123,ON,523,2005-08-01|2006-12-01,2005-08-01|2021-02-25
5642,GRIMSBY ROCK CHAPEL,4640,ON,524,1914-01-01|1966-12-01,1914-01-01|1966-04-30
5643,GRIMSBY ROYAL OAK,4641,ON,525,1965-01-01|1974-12-01,1965-01-01|1974-12-31
5644,GUELPH ARBORETUM,4772,ON,526,1975-01-01|1997-08-01,1975-07-01|1997-08-31
5645,GUELPH OAC,4774,ON,527,1881-01-01|1973-12-01,1881-05-01|1973-11-30
5646,GUELPH OAC PHYSICS DEPT,4773,ON,528,1962-01-01|1962-12-01,1962-06-01|1963-03-31
5647,GUELPH TURFGRASS,45407,ON,529,2006-12-01|2006-12-01,2006-09-28|2021-02-25
5648,GUELPH TURFGRASS CS,27545,ON,530,1995-10-01|2004-07-01,1995-10-01|2004-07-31
5649,HAGERSVILLE,4642,ON,531,1948-01-01|2004-07-01,1948-04-01|2004-07-31
5650,HAGERSVILLE 2,4643,ON,532,1956-01-01|1984-12-01,1956-08-01|1984-10-31
5651,HAILEYBURY,4149,ON,533,1893-01-01|1977-12-01,1893-12-01|1977-11-30
5652,HALIBURTON 2,5169,ON,534,1949-01-01|1955-12-01,1949-05-01|1955-12-31
5653,HALIBURTON 3,5170,ON,535,1987-01-01|2006-12-01,1987-09-01|2021-02-25
5654,HALIBURTON A,5168,ON,536,1883-01-01|1992-12-01,1883-04-01|1992-12-31
5655,HAMILTON,4931,ON,537,1866-01-01|1958-12-01,1866-01-01|1958-08-31
5656,HAMILTON A,49908,ON,538,|,2011-12-15|2021-02-25
5657,HAMILTON A,4932,ON,539,1959-01-01|2011-11-01,1959-11-01|2011-12-14
5658,HAMILTON GAGE PARK,4933,ON,540,1953-01-01|1956-12-01,1953-09-01|1956-05-31
5659,HAMILTON MARINE POLICE,4934,ON,541,1980-01-01|1982-12-01,1980-04-01|1983-07-31
5660,HAMILTON MUNICIPAL LAB,4935,ON,542,1967-01-01|1994-12-01,1967-02-01|1994-02-28
5661,HAMILTON PSYCH HOSPITAL,4936,ON,543,1960-01-01|1993-12-01,1960-03-01|1993-08-31
5662,HAMILTON RBG,4937,ON,544,1950-01-01|1997-10-01,1950-04-01|1997-10-31
5663,HAMILTON RBG CS,27529,ON,545,1997-11-01|2006-12-01,1997-11-01|2021-02-25
5664,HANLON,4938,ON,546,1950-01-01|1951-12-01,1950-10-01|1951-11-30
5665,HANNON,4939,ON,547,1967-01-01|1967-12-01,1967-04-01|1967-07-31
5666,HANOVER,4452,ON,548,1972-01-01|2006-12-01,1972-01-01|2008-09-30
5667,HANOVER TOWER,4007,ON,549,1952-01-01|1956-12-01,1952-07-01|1955-08-31
5668,HARLEY,4775,ON,550,1979-01-01|1981-12-01,1979-11-01|1981-01-31
5669,HAROLD WILDWOOD,4940,ON,551,1983-01-01|1993-12-01,1983-06-01|1993-04-30
5670,HARP LAKE,4453,ON,552,1976-01-01|1976-12-01,1976-06-01|1976-06-30
5671,HARRISTON,6908,ON,553,1992-01-01|1995-12-01,1992-09-01|1995-12-31
5672,HARROW AUTOMATIC CLIMATE STATION,6906,ON,554,1992-01-01|2000-08-01,1992-01-01|2000-08-31
5673,HARROW CDA,4644,ON,555,1917-01-01|1993-12-01,1917-04-01|1993-06-30
5674,HARROW CDA AUTO,30266,ON,556,2000-10-01|2006-12-01,2000-07-25|2021-02-25
5675,HARROW TST,31147,ON,557,|,|
5676,HARROWSMITH BRACKEN,4286,ON,558,1978-01-01|1983-12-01,1978-05-01|1983-02-28
5677,HARTINGTON IHD,4287,ON,559,1968-01-01|2006-12-01,1967-12-01|2021-02-13
5678,HARTLEY,31011,ON,560,2001-06-01|2006-12-01,2001-06-01|2008-12-12
5679,HASTINGS,5150,ON,561,1989-01-01|1997-05-01,1989-05-01|1997-05-31
5680,HAVELOCK,52558,ON,562,|,2013-01-19|2013-12-20
